Name	1: Id:1 Vel_NC (kp:50 Tn:5)
Record-Number	1
Axis-ID	1
Min Frequency [Hz]	1
Max Frequency [Hz]	247.5
Frequency Steps	100
Mode	Velocity NC (without oversampling)
Position Monitoring Window [mm]	50
Velocity Amplitude Scaling Mode	1/ 10 at 1000Hz
Velocity Base Amplitude [mm/s]	10
Velocity Signal Amplitude [mm/s]	20
Integral Time [s]	5
Proportional Gain	50
Check Drive Limitations	True
Dead Time [s]	0.008
Cycle Time [ms]	2
Oversampling	x1
Frequency	Process-Gain	Process-Phase	Open-Loop-Gain	Open-Loop-Phase	Close-Loop-Gain	Close-Loop-Phase
26.3671875	-52.036059287639731	-72.811012643331338	-9.1891137160044138	-81.624223036702531	-10.0586512648555	-63.519821218052314
27.34375	-52.008432411483248	-71.970642566629508	-9.06922858919827	-81.420168786894692	-9.964494820728083	-63.121545844396366
28.3203125	-51.893898517913449	-71.347734030526425	-8.8393575171817	-81.684870490199131	-9.75664779127238	-62.913415543304787
29.296875	-51.806571968688274	-71.637832030504853	-8.68972066014006	-83.23579481206518	-9.55985719039356	-63.945808575834285
30.2734375	-51.749207034999294	-71.283734494841184	-8.5636988606867046	-83.872248632520851	-9.4231972923457743	-64.238309008131012
31.25	-51.709741388333228	-72.22394521166143	-8.5379258134164	-86.319533510688359	-9.2863349428922177	-66.284209436862639
32.2265625	-51.609123159350787	-72.509979609929076	-8.409360253343575	-88.019708654552574	-9.09299992605051	-67.481923579406384
33.203125	-51.516485267428017	-73.362177453913233	-8.3430585886525748	-90.515175248527285	-8.9104678366152879	-69.508596137166862
34.1796875	-51.506397596007645	-74.3499397294563	-8.4196462526786071	-92.949374859370607	-8.8527021204140546	-71.824384176566554
35.15625	-51.493807814211287	-75.071618545858882	-8.492215598058344	-94.985184857730019	-8.8108607705724324	-73.808041617296638
36.1328125	-51.365184173859092	-75.976162557792634	-8.4433516788923129	-97.598549040017957	-8.6264571404706523	-76.058426027563826
37.109375	-51.402928847619471	-77.079627692354151	-8.6445150396536654	-99.843022370911541	-8.68881515422178	-78.598918567547045
38.0859375	-51.3905322350545	-78.201359017057868	-8.796996940720506	-102.18557447398668	-8.7029947684771489	-81.15394118888446
39.0625	-51.363010583916825	-79.178943880037437	-8.932242776276107	-104.30909215922892	-8.71456092257028	-83.4977617419086
41.015625	-51.362536626228177	-80.877753723646762	-9.2752888679194072	-107.76841547773934	-8.8578640091186571	-87.68043475178635
41.9921875	-51.355420995510912	-81.91700808233108	-9.4659786639408487	-109.5927864116741	-8.94792016876796	-89.942402538074433
42.96875	-51.332260854969881	-82.776974007499248	-9.629030410173721	-111.18075107871704	-9.0263832885542978	-91.921647484356029
44.921875	-51.259830176198861	-84.604441131581481	-9.9507881993565839	-114.28467960234454	-9.1912605844379716	-95.840934583485861
45.8984375	-51.251911929176877	-85.677464616433568	-10.15795151042963	-115.74455923340079	-9.3312503319882385	-97.8277567611276
47.8515625	-51.1665733339365	-87.769408548280921	-10.501058883386566	-118.57838674693691	-9.55102731725603	-101.57480990275064
48.828125	-51.099444790060744	-88.586196917384683	-10.63121951825779	-119.7361543443853	-9.6335740153626421	-103.0925206718489
50.78125	-50.954019643765164	-90.977355374571445	-10.942141400816926	-122.50077562249405	-9.8385433881740081	-106.73500203943068
51.7578125	-50.855960934314233	-92.146042860662618	-11.071211128177495	-123.80754567868551	-9.9195570698640285	-108.4285909610328
53.7109375	-50.738625118307539	-94.55660858106981	-11.389935337247969	-125.96396596310665	-10.175786351895868	-111.43777212969259
55.6640625	-50.519928835135076	-97.2535653368819	-11.631547400528326	-128.34361402776506	-10.344441162027227	-114.55290221463454
56.640625	-50.453028739767888	-98.408034349304856	-11.763584421850846	-129.14608018900876	-10.460149442078308	-115.6963154602718
58.59375	-50.240568763643566	-101.26938982056902	-11.988273374525498	-131.17880836244666	-10.633672941955455	-118.39541733072913
60.546875	-49.988197511564074	-104.29673781969905	-12.168750032088266	-133.15563216341135	-10.764247281588213	-120.95957982664311
62.5	-49.671886160350439	-108.23941721676557	-12.32633110741528	-135.6199850808257	-10.855463404910722	-124.05792078054303
